Profit,Entry Name,H1,L1,O1,C1,V1,HiLo1,H2,L2,O2,C2,V2,HiLo2,H3,L3,O3,C3,V3,HiLo3,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21,I22,I23,I24,I25,I26,I27,I28,I29,I30,I31
1,R1 Buy,1392.6,1392.5,1392.6,1392.5,3,1392.825,1392.7,1392.6,1392.6,1392.7,3,1392.625,1393.1,1393.1,1393.1,1393.1,2,1392.375,1,1.3,8.571428571,76.90875233,0.628463119,1,20.36557011,0.105934066,0,46.79562604,0,0.028,-13356,20.36557011,0.214285714,1,39.14785482,80,1,33.86883134,80000,1,37.70908042,-33.33333333,0.840909091,1,17.17897288,0.703189672,1,24.64356988,Wednesday
0,R1 Buy,1397.1,1397,1397,1397,4,1397.025,1396.8,1396.4,1396.8,1396.4,3,1397.125,1396.8,1396.7,1396.8,1396.8,3,1397.5,0,0.6,31.21167308,-17.32283465,0.703640363,1,36.71666634,-0.017142857,1,58.85375819,0,0.029,-13263,36.71666634,0.032258065,0,76.68340777,50,0,59.76943283,131500,0,52.77866924,-68.42105263,0.923913043,1,8.151352993,0.230753323,0,39.1011998,Wednesday
1,R1 Buy,1396.4,1395.6,1396.4,1395.8,30,1396.2,1396.5,1395.7,1395.7,1396.1,95,1396.15,1396,1395.2,1395.9,1395.4,24,1396.375,0,-1.4,-30.80024729,-69.0821256,0.771855108,0,25.12447554,-0.171868132,1,49.28769463,1,0.075,-13239,25.12447554,-0.371428571,1,53.43500669,50,1,46.22761059,150000,0,45.51690807,-80.64516129,0.819047619,0,-13.10185902,0.170764047,0,36.93594323,Wednesday
0,R1 Buy,1397.8,1395.7,1396.7,1397.8,416,1399.075,1398.8,1396.5,1398.6,1396.7,570,1399.525,1399.7,1397.9,1399,1398.4,454,1397.9,0,2.1,4.144985147,-11.17685733,1.488027477,1,33.82250225,0.23956044,0,54.30595562,1,0.13,-12462,33.82250225,0.394736842,1,39.19847987,30,1,59.93060839,173000,0,38.87533551,-49.01960784,0.995967742,1,3.692328149,0.433794907,0,37.00715669,Wednesday
0,R1 Buy,1391.4,1391.3,1391.3,1391.4,2,1391.8,1391.7,1391.2,1391.7,1391.2,7,1392.025,1391.8,1391.6,1391.6,1391.8,8,1392.175,0,0.3,28.98550725,-46.17414248,0.609073618,1,20.90520443,0.040439561,0,43.45834015,0,-0.116,-15294,20.90520443,-0.04,1,56.79761353,30,1,31.46382205,80000,0,43.0866164,-58.82352941,0.717948718,1,-16.61749227,0.3361755,1,25.20092806,Thursday
0,R1 Buy,1392.1,1385.8,1386,1389.8,1135,1390.525,1389.4,1383.8,1384.4,1385.9,2409,1391.55,1385.4,1379.7,1384.8,1384.2,2186,1392.95,1,-0.7,-14.15841943,8.930928289,3.214396244,0,28.78198029,-0.153626374,1,50.24552013,1,0.006,-16995,28.78198029,0.0625,1,34.00829943,60,1,46.10054326,170000,0,58.0334307,-38.78787879,0.917414722,1,-7.353183163,0.577902427,0,31.32822866,Thursday
0,R1 Sell,1367.8,1367.5,1367.5,1367.8,11,1367.175,1367.9,1367.5,1367.6,1367.7,8,1366.5,1368.2,1366.7,1366.7,1367.6,22,1365.725,1,2.5,38.02898551,113.5889765,1.94457619,1,49.79471631,0.293846154,1,41.15495908,0,0.544,-29958,49.79471631,0.206349206,1,35.17977018,80,0,49.23284423,40000,0,35.22942912,-7.843137255,1.101604278,1,5.97907539,1,0,52.09750451,Friday
0,R1 Sell,1364.7,1363.8,1364.7,1363.8,27,1363.725,1364.9,1364.5,1364.6,1364.7,18,1363.375,1365.2,1364,1364,1364.2,30,1362.95,1,1.1,18.89903695,92.69406393,1.343026445,1,26.76661995,0.2,1,47.54060907,0,0.138,-30093,26.76661995,0.41025641,0,50.28768602,80,0,46.11850901,130000,0,39.84229642,-26.41509434,1.022346369,1,9.727928638,0.832808378,0,27.90092642,Friday
0,R1 Buy,1367.9,1366.9,1367.2,1367.9,24,1368.725,1368.4,1367.5,1368.3,1367.5,12,1369.375,1368.9,1366.7,1367.5,1367.9,770,1369.95,0,-3.1,-35.06424858,-134.572705,2.094986418,0,18.5205977,-0.154285714,1,48.54915464,0,-0.268,-35846,18.5205977,-0.423728814,0,51.90217985,20,1,63.0500171,230000,0,48.19484316,-76,0.863636364,1,-17.62864461,0.140356047,0,28.94258542,Friday
0,R1 Sell,1367.5,1367.4,1367.5,1367.4,3,1366.8,1367.8,1366.7,1366.9,1367.7,23,1366.575,1366.5,1366.4,1366.4,1366.5,2,1366.65,1,2.6,35.54994388,152.9411765,0.895103254,0,21.98555265,0.036263736,0,50.63613338,0,0.514,-35836,21.98555265,0.219512195,0,46.48586178,90,0,46.7573638,81500,0,47.48844317,-17.39130435,1.101265823,1,10.92956651,0.851344435,0,28.7014258,Monday
